Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,LatDiff,LongDiff
635 MAXWELTON CT,635 MAXWELTON CT,Weldon House,Weldon House,401,401,Lexington,Lexington,0,0,KY,KY,40506,40506,38.036815,-84.509332
147 WASHINGTON AVE,147 WASHINGTON AVE,School of Music Administration,School of Music Administration,402,402,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035091,-84.505824
341-343 SCOTT ST,341-343 SCOTT ST,341-343 SCOTT ST,341-343 SCOTT ST,409,409,Lexington,Lexington,0,0,KY,KY,40506,40506,38.042004,-84.509596
403 PENNSYLVANIA CT,403 PENNSYLVANIA CT,403 PENNSYLVANIA CT,403 PENNSYLVANIA CT,412,412,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034835,-84.50003
556 WILDCAT CT,556 WILDCAT CT,Softball/Soccer Locker Rooms,Softball/Soccer Locker Rooms,413,413,Lexington,Lexington,0,0,KY,KY,40506,40506,38.018792,-84.501172
125 WASHINGTON AVE,125 WASHINGTON AVE,Bus Shelter #12-(Bldg.#3),Bus Shelter #12-(Bldg.#3),416,416,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035192,-84.506674
660 SOUTH LIMESTONE ST,660 SOUTH LIMESTONE ST,Minority Affaris/Learning Service Center,Minority Affaris/Learning Service Center,417,417,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035967,-84.507767
1580 UNIVERSITY DR,1580 UNIVERSITY DR,Bus Shelter #4-(at Commonwealth),Bus Shelter #4-(at Commonwealth),418,418,Lexington,Lexington,0,0,KY,KY,40506,40506,38.024634,-84.506887
790 ROSE ST,790 ROSE ST,Bus Shelter #13-(at Medical Center),Bus Shelter #13-(at Medical Center),419,419,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032895,-84.506718
424 EUCLID AVE,424 EUCLID AVE,Child Development Research Facility,Child Development Research Facility,420,420,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034478,-84.496047
226 EAST MAXWELL ST,226 EAST MAXWELL ST,Commonwealth House,Commonwealth House,432,432,Lexington,Lexington,0,0,KY,KY,40506,40506,38.040819,-84.49837
412 ROSE ST,412 ROSE ST,William E. and Casiana Schmidt Vocal Arts Center,William E. and Casiana Schmidt Vocal Arts Center,433,433,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036927,-84.500527
658 SOUTH LIMESTONE ST,658 SOUTH LIMESTONE ST,Ligon House,Ligon House,442,442,Lexington,Lexington,0,0,KY,KY,40506,40506,38.036234,-84.508058
570 WILDCAT CT,570 WILDCAT CT,John Cropp Softball Stadium,John Cropp Softball Stadium,446,446,Lexington,Lexington,0,0,KY,KY,40506,40506,38.018792,-84.501172
558 WILDCAT CT,558 WILDCAT CT,Hitting Pavilion,Hitting Pavilion,447,447,Lexington,Lexington,0,0,KY,KY,40506,40506,38.018792,-84.501172
710 SPORTS CENTER DR,710 SPORTS CENTER DR,Football Storage Shed,Football Storage Shed,448,448,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
708 SPORTS CENTER DR,708 SPORTS CENTER DR,Shively Grounds Storage Bldg,Shively Grounds Storage Bldg,449,449,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
706 SPORTS CENTER DR,706 SPORTS CENTER DR,Shively Grounds Bldg,Shively Grounds Bldg,453,453,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
401 HILLTOP AVE,401 HILLTOP AVE,W.T. Young Library,W.T. Young Library,456,456,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032903,-84.501733
149 TRANSCRIPT AVE,149 TRANSCRIPT AVE,149 TRANSCRIPT AVE,149 TRANSCRIPT AVE,460,460,Lexington,Lexington,0,0,KY,KY,40508,40508,38.03222,-84.511289
153 TRANSCRIPT AVE,153 TRANSCRIPT AVE,153 TRANSCRIPT AVE,153 TRANSCRIPT AVE,461,461,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032238,-84.511379
111 AVENUE OF CHAMPIONS,111 AVENUE OF CHAMPIONS,Limestone Park I,Limestone Park I,462,462,Lexington,Lexington,1,1,KY,KY,40506,40506,38.041309,-84.50361
329 SOUTH MLK BLVD,329 SOUTH MLK BLVD,Limestone Park II,Limestone Park II,463,463,Lexington,Lexington,1,1,KY,KY,40506,40506,38.041516,-84.500805
220 TRANSCRIPT AVE,220 TRANSCRIPT AVE,220 TRANSCRIPT AVE,220 TRANSCRIPT AVE,467,467,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032256,-84.513524
505 OLDHAM CT,505 OLDHAM CT,Biological Safety,Biological Safety,473,473,Lexington,Lexington,0,0,KY,KY,40502,40502,38.030598,-84.498068
470 COOPER DR,470 COOPER DR,LCC Academic/Tech,LCC Academic/Tech,481,481,Lexington,Lexington,3,3,KY,KY,40506,40506,38.024544,-84.502433
408 LINDEN WALK,408 LINDEN WALK,408 LINDEN WALK,408 LINDEN WALK,482,482,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036604,-84.499135
518 OLDHAM CT,518 OLDHAM CT,Real Properties Garage,Real Properties Garage,484,484,Lexington,Lexington,0,0,KY,KY,40502,40502,38.030028,-84.497872
725 SPORTS CENTER DR,725 SPORTS CENTER DR,Boone Tennis Stadium,Boone Tennis Stadium,485,485,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
518 OLDHAM CT,518 OLDHAM CT,Real Properties Office,Real Properties Office,487,487,Lexington,Lexington,0,0,KY,KY,40502,40502,38.030028,-84.497872
575 WOODLAND AVE,575 WOODLAND AVE,Woodland Early Learning Center,Woodland Early Learning Center,488,488,Lexington,Lexington,0,0,KY,KY,40508,40508,38.03291,-84.498864
1117 SOUTH LIMESTONE ST,1117 SOUTH LIMESTONE ST,Dental and Oral Health Research,Dental and Oral Health Research,489,489,Lexington,Lexington,0,0,KY,KY,40536,40536,38.02957,-84.510581
355 COOPER DR,355 COOPER DR,Environmental Quality Management,Environmental Quality Management,490,490,Lexington,Lexington,0,0,KY,KY,40506,40506,38.025936,-84.503697
1685 RUSSELL CAVE RD,1685 RUSSELL CAVE RD,Ecological Research,Ecological Research,491,491,Lexington,Lexington,0,0,KY,KY,40511,40511,,
408 ROSE ST,408 ROSE ST,Career (Stuckert) Center,Career (Stuckert) Center,494,494,Lexington,Lexington,0,0,KY,KY,40506,40506,38.037157,-84.500197
301 ROSE ST,301 ROSE ST,James F. Hardymon Communications Bldg,James F. Hardymon Communications Bldg,495,495,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039703,-84.497123
506 ADMINISTRATION DR,506 ADMINISTRATION DR,Anderson Mechanical Engineering Building,Anderson Mechanical Engineering Building,503,503,Lexington,Lexington,0,0,KY,KY,40506,40506,38.038974,-84.506734
447 PENNSYLVANIA AVE,447 PENNSYLVANIA AVE,Sigma Chi Fraternity House,Sigma Chi Fraternity House,504,504,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034093,-84.499492
441 PENNSYLVANIA AVE,441 PENNSYLVANIA AVE,Alpha Tau Omega Fraternity,Alpha Tau Omega Fraternity,505,505,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034095,-84.499495
515 OLDHAM CT,515 OLDHAM CT,Robert Straus Behavioral Research Building,Robert Straus Behavioral Research Building,506,506,Lexington,Lexington,0,0,KY,KY,40502,40502,38.030262,-84.498382
410 ROSE LN,410 ROSE LN,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,507,507,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035564,-84.500087
741 SOUTH LIMESTONE ST,741 SOUTH LIMESTONE ST,Biomedical Biological Sciences Research Building (BBSRB),Biomedical Biological Sciences Research Building (BBSRB),509,509,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034222,-84.508627
751 PRESS AVE,751 PRESS AVE,Central Utility Plant #4,Central Utility Plant #4,514,514,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034863,-84.511599
807 SOUTH LIMESTONE ST,807 SOUTH LIMESTONE ST,College of Medicine Learning Center,College of Medicine Learning Center,517,517,Lexington,Lexington,0,0,KY,KY,40506,40506,38.03285,-84.509423
761 PRESS AVE,761 PRESS AVE,Biological/Biomedical Research Bldg Generator Bldg,Biological/Biomedical Research Bldg Generator Bldg,518,518,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034727,-84.511651
630 S BROADWAY,630 S BROADWAY,630 S BROADWAY,630 S BROADWAY,564,564,Lexington,Lexington,0,0,KY,KY,40508,40508,38.042659,-84.507768
740 WOODLAND AVE,740 WOODLAND AVE,Smith Hall,Smith Hall,565,565,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031251,-84.500619
701 SPORTS CENTER DR,701 SPORTS CENTER DR,Dale E Baldwin Bldg,Dale E Baldwin Bldg,566,566,Lexington,Lexington,0,0,KY,KY,40526,40526,38.027044,-84.500178
705 SPORTS CENTER DR,705 SPORTS CENTER DR,Ingels Hall  (Margaret),Ingels Hall  (Margaret),567,567,Lexington,Lexington,0,0,KY,KY,40526,40526,38.027044,-84.500178
125 AVENUE OF CHAMPIONS,125 AVENUE OF CHAMPIONS,David P. Roselle Hall,David P. Roselle Hall,568,568,Lexington,Lexington,0,0,KY,KY,40526,40526,38.040994,-84.503272
721 PRESS AVE,721 PRESS AVE,Parking Garage No 6,Parking Garage No 6,571,571,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034823,-84.511749
721 SPORTS CENTER DR,721 SPORTS CENTER DR,Parking Garage No 7,Parking Garage No 7,572,572,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
1575 MCGRATHIANA PKWY,1575 MCGRATHIANA PKWY,Center for Pharmaceutical Science & Technology,Center for Pharmaceutical Science & Technology,574,574,Lexington,Lexington,58,58,KY,KY,40511,40511,38.094858,-84.494237
830 SOUTH LIMESTONE ST,830 SOUTH LIMESTONE ST,University Health Service (Student Health),University Health Service (Student Health),582,582,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032488,-84.508909
702 SPORTS CENTER DR,702 SPORTS CENTER DR,Baseball Training Pavillion,Baseball Training Pavillion,585,585,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178
485 STADIUM VIEW,485 STADIUM VIEW,Storage Shed,Storage Shed,592,592,Lexington,Lexington,0,0,KY,KY,40506,40506,38.02018,-84.501885
789 SOUTH LIMESTONE ST,789 SOUTH LIMESTONE ST,Bio-Pharm (BP),Bio-Pharm (BP),596,596,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033468,-84.509139
413 PENNSYLVANIA CT,413 PENNSYLVANIA CT,House,House,600,600,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034324,-84.499453
110 TRANSCRIPT AVE,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949
1000 SOUTH LIMESTONE ST,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463
338 LEXINGTON AVE,338 LEXINGTON AVE,Joe Craft Center (Memorial Coliseum Addition),Joe Craft Center (Memorial Coliseum Addition),604,604,Lexington,Lexington,0,0,KY,KY,40506,40506,38.040647,-84.500217
788 PRESS AVE,788 PRESS AVE,788 PRESS AVE,788 PRESS AVE,607,607,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034067,-84.511651
792 PRESS AVE,792 PRESS AVE,792 PRESS AVE,792 PRESS AVE,608,608,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034052,-84.511853
796 PRESS AVE,796 PRESS AVE,796 PRESS AVE,796 PRESS AVE,609,609,Lexington,Lexington,0,0,KY,KY,40508,40508,38.033998,-84.511872
800 PRESS AVE,800 PRESS AVE,800 PRESS AVE,800 PRESS AVE,610,610,Lexington,Lexington,0,0,KY,KY,40508,40508,38.033944,-84.51189
125 EAST MAXWELL ST,125 EAST MAXWELL ST,Good Samaritan Medical Office Building,Good Samaritan Medical Office Building,611,611,Lexington,Lexington,0,0,KY,KY,40508,40508,38.042723,-84.500469
320 SOUTH LIMESTONE ST,320 SOUTH LIMESTONE ST,Good Samaritan Chiller Building,Good Samaritan Chiller Building,612,612,Lexington,Lexington,0,0,KY,KY,40508,40508,38.042909,-84.501885
330 SOUTH LIMESTONE ST,330 SOUTH LIMESTONE ST,Good Samaritan Parking Structure,Good Samaritan Parking Structure,613,613,Lexington,Lexington,0,0,KY,KY,40508,40508,38.042687,-84.502204
1214 UNIVERSITY DR,1214 UNIVERSITY DR,Seaton Center Storage,Seaton Center Storage,616,616,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023109,-84.508557
118 CONN TERRACE,118 CONN TERRACE,118 CONN TERRACE,118 CONN TERRACE,617,617,Lexington,Lexington,0,0,KY,KY,40508,40508,38.031001,-84.51181
538 ROSE ST,538 ROSE ST,MacAdam Student Observatory,MacAdam Student Observatory,618,618,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034349,-84.504381
102 CONN TER,102 CONN TER,102 CONN TERRACE,102 CONN TERRACE,619,619,Lexington,Lexington,0,0,KY,KY,40506,40506,38.0307,-84.510489
1689 RUSSELL CAVE RD,1689 RUSSELL CAVE RD,Aviary Facility,Aviary Facility,620,620,Lexington,Lexington,0,0,KY,KY,40505,40505,38.078197,-84.471498
104 CONN TER,104 CONN TER,Residence,Residence,621,621,Lexington,Lexington,0,0,KY,KY,40508,40508,38.030735,-84.510641
108 CONN TER,108 CONN TER,Residence,Residence,622,622,Lexington,Lexington,0,0,KY,KY,40508,40508,38.030814,-84.510969
110 CONN TER,110 CONN TER,Residence,Residence,623,623,Lexington,Lexington,0,0,KY,KY,40508,40508,38.030852,-84.511134
120 CONN TER,120 CONN TER,Residence,Residence,624,624,Lexington,Lexington,0,0,KY,KY,40508,40508,38.031043,-84.511982
1105 SOUTH LIMESTONE ST,1105 SOUTH LIMESTONE ST,Offices,Offices,625,625,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029727,-84.510526
1119 SOUTH LIMESTONE ST,1119 SOUTH LIMESTONE ST,Residence,Residence,626,626,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029416,-84.510638
1529 COLLEGE WAY,1529 COLLEGE WAY,Air Medical Crew Quarters,Air Medical Crew Quarters,630,630,Lexington,Lexington,0,0,KY,KY,40546,40546,38.021553,-84.502007
329 ROSE ST,329 ROSE ST,Davis Marksbury Building,Davis Marksbury Building,633,633,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039324,-84.498135
1737 RUSSELL CAVE RD,1737 RUSSELL CAVE RD,UK/Lemark Ctr for Innovation in Math & Science Education,UK/Lemark Ctr for Innovation in Math & Science Education,634,634,Lexington,Lexington,0,0,KY,KY,40505,40505,38.081256,-84.470783
1749 RUSSELL CAVE RD,1749 RUSSELL CAVE RD,Maintenance Building,Maintenance Building,635,635,Lexington,Lexington,0,0,KY,KY,40505,40505,38.085326,-84.473525
411 PENNSYLVANIA CT,411 PENNSYLVANIA CT,Apartments,Apartments,636,636,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034426,-84.499568
1041 SOUTH LIMESTONE ST,1041 SOUTH LIMESTONE ST,Apartments,Apartments,637,637,Lexington,Lexington,0,0,KY,KY,40506,40506,38.030297,-84.510318
1045 SOUTH LIMESTONE ST,1045 SOUTH LIMESTONE ST,Apartments,Apartments,639,639,Lexington,Lexington,0,0,KY,KY,40508,40508,38.03009,-84.51
409 PENNSYLVANIA CT,409 PENNSYLVANIA CT,Apartments,Apartments,641,641,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034528,-84.499684
318 COLLEGE VIEW,318 COLLEGE VIEW,Wildcat Coal Lodge (new construction),Wildcat Coal Lodge (new construction),644,644,Lexington,Lexington,0,0,KY,KY,40508,40508,38.039061,-84.498923
179 LEADER AVE,179 LEADER AVE,179 LEADER AVE,179 LEADER AVE,645,645,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034067,-84.51137
404 PENNSYLVANIA CT,404 PENNSYLVANIA CT,404 Pennyslvania Ct,404 Pennyslvania Ct,646,646,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034462,-84.500295
213 TRANSCRIPT AVE,213 TRANSCRIPT AVE,213 TRANSCRIPT AVE,213 TRANSCRIPT AVE,647,647,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032631,-84.512991
221 TRANSCRIPT AVE,221 TRANSCRIPT AVE,221 TRANSCRIPT AVE,221 TRANSCRIPT AVE,648,648,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032718,-84.513348
217 TRANSCRIPT AVE,217 TRANSCRIPT AVE,217 TRANSCRIPT AVE,217 TRANSCRIPT AVE,649,649,Lexington,Lexington,0,0,KY,KY,40508,40508,38.032677,-84.513184
635 SOUTH LIMESTONE ST,635 SOUTH LIMESTONE ST,Mandrell Hall,Mandrell Hall,651,651,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036714,-84.507692
631 SOUTH LIMESTONE ST,631 SOUTH LIMESTONE ST,Bosworth Hall,Bosworth Hall,652,652,Lexington,Lexington,0,0,KY,KY,40508,40508,38.037279,-84.508922
629 SOUTH LIMESTONE ST,629 SOUTH LIMESTONE ST,Sanders Hall,Sanders Hall,653,653,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036884,-84.507633
621 SOUTH LIMESTONE ST,621 SOUTH LIMESTONE ST,Building 400,Building 400,657,657,Lexington,Lexington,0,0,KY,KY,40508,40508,38.037111,-84.507554
627 MAXWELTON CT,627 MAXWELTON CT,Maintenance Bldg.,Maintenance Bldg.,658,658,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036883,-84.508728
623 MAXWELTON CT,623 MAXWELTON CT,Gas Building,Gas Building,659,659,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036866,-84.508383
196 HOSPITAL DR,196 HOSPITAL DR,Electric Substation #1,Electric Substation #1,1200,1200,Lexington,Lexington,0,0,KY,KY,40526,40526,38.0316,-84.508214
829 PRESS AVE,829 PRESS AVE,Electric Substation #3,Electric Substation #3,1201,1201,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033048,-84.512239
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,AFBC Coal Prep Bldg-CAER,AFBC Coal Prep Bldg-CAER,2059,2059,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Cold Storage Bldg-CAER,Cold Storage Bldg-CAER,2060,2060,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Synthesis and Pitch Laboratory,Synthesis and Pitch Laboratory,2061,2061,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Gazebo-CAER,Gazebo-CAER,2062,2062,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Maintenance Bldg-CAER,Maintenance Bldg-CAER,2063,2063,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Industrial Support Facility,Industrial Support Facility,2064,2064,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Drying Pad-CAER,Drying Pad-CAER,2065,2065,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2540 RESEARCH PARK DR,2540 RESEARCH PARK DR,Fiber Development Facility,Fiber Development Facility,2067,2067,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2524 RESEARCH PARK DR,2524 RESEARCH PARK DR,Mineral Processing Facility,Mineral Processing Facility,2068,2068,Lexington,Lexington,84,84,KY,KY,40511,40511,,
3414 IRON WORKS PIKE,3414 IRON WORKS PIKE,Algae Greenhouse,Algae Greenhouse,2069,2069,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2582 RESEARCH PARK DR,2582 RESEARCH PARK DR,CAER Laboratory 2,CAER Laboratory 2,2070,2070,Lexington,Lexington,84,84,KY,KY,40511,40511,,
2510 RESEARCH PARK DR,2510 RESEARCH PARK DR,F-T Process Development Unit,F-T Process Development Unit,2072,2072,Lexington,Lexington,84,84,KY,KY,40511,40511,,
Coldstream Farm Floater,Coldstream Farm Floater,3000,3000,Lexington,Lexington,58,58,KY,KY,38.040584,-84.503716,1,,,
2788 DAIRY RD,2788 DAIRY RD,Coldstream Kiln,Coldstream Kiln,3001,3001,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2860 BECKY SUE LN,2860 BECKY SUE LN,Vet Science Compost,Vet Science Compost,3002,3002,Lexington,Lexington,58,58,KY,KY,40155,40155,,
2630 DAIRY RD,2630 DAIRY RD,Poultry Research Facility-Coldstream Farm,Poultry Research Facility-Coldstream Farm,3003,3003,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Picnic Pavilion @ Carnahan House,Picnic Pavilion @ Carnahan House,3004,3004,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3110 BECKY SUE LN,3110 BECKY SUE LN,Horticulture Storage Barn-Coldstream Farm,Horticulture Storage Barn-Coldstream Farm,3005,3005,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2970 BECKY SUE LN,2970 BECKY SUE LN,Vet Science Hoop Shed,Vet Science Hoop Shed,3006,3006,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3100 BECKY SUE LN,3100 BECKY SUE LN,Horticulture Storage Barn-Coldstream Farm,Horticulture Storage Barn-Coldstream Farm,3007,3007,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3331 DAIRY RD,3331 DAIRY RD,Dry Cow Shed- Coldstream Farm,Dry Cow Shed- Coldstream Farm,3016,3016,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2980 BECKY SUE LN,2980 BECKY SUE LN,Round Bale Storage,Round Bale Storage,3017,3017,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1505 BULL LEA RD,1505 BULL LEA RD,Aluminum Research Bldg,Aluminum Research Bldg,3031,3031,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Coldstream Farm Equipment Floater,Coldstream Farm Equipment Floater,3100,3100,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Shop-Coldstream Farm,Shop-Coldstream Farm,3115,3115,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Apartment Garage-Coldstream Farm,Apartment Garage-Coldstream Farm,3116,3116,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3354 DAIRY RD,3354 DAIRY RD,Heifer Barn Dairy-Coldstream Farm,Heifer Barn Dairy-Coldstream Farm,3117,3117,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1550 ARISTIDES BLVD,1550 ARISTIDES BLVD,Carnahan House,Carnahan House,3118,3118,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Swimming Pool & Plant,Swimming Pool & Plant,3119,3119,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Swine Metal Storage,Swine Metal Storage,3148,3148,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Pond Barn,Pond Barn,3151,3151,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3450 DAIRY RD,3450 DAIRY RD,Dairy Herdsman House-Coldstream Farm,Dairy Herdsman House-Coldstream Farm,3158,3158,Lexington,Lexington,58,58,KY,KY,40511,40511,,
1701 NEWTOWN PIKE,1701 NEWTOWN PIKE,Lower Jersey Shed-Coldstream Farm,Lower Jersey Shed-Coldstream Farm,3163,3163,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3362 DAIRY RD,3362 DAIRY RD,Lower Holstein Shed-Coldstream  Farm,Lower Holstein Shed-Coldstream  Farm,3164,3164,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3386 DAIRY RD,3386 DAIRY RD,Upper Holstein Shed-Coldstream Farm,Upper Holstein Shed-Coldstream Farm,3165,3165,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3378 DAIRY RD,3378 DAIRY RD,Feed Shed Dairy,Feed Shed Dairy,3167,3167,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3338 DAIRY RD,3338 DAIRY RD,Dairy Maternity Barn-Coldstream Farm,Dairy Maternity Barn-Coldstream Farm,3168,3168,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2810 GEORGETOWN RD,2810 GEORGETOWN RD,Dairy Hoop Shed,Dairy Hoop Shed,3169,3169,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3386 DAIRY RD,3386 DAIRY RD,Dairy Housing Research & Teaching Facility,Dairy Housing Research & Teaching Facility,3170,3170,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2863 BECKY SUE LN,2863 BECKY SUE LN,Field 21 Shed-Coldstream Farm,Field 21 Shed-Coldstream Farm,3171,3171,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2969 BECKY SUE LN,2969 BECKY SUE LN,Goat Lot Shed-Coldstream Farm,Goat Lot Shed-Coldstream Farm,3172,3172,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2970 BECKY SUE LN,2970 BECKY SUE LN,Lot 22 Shed-Coldstream Farm,Lot 22 Shed-Coldstream Farm,3173,3173,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3031 BECKY SUE LN,3031 BECKY SUE LN,Animal Path Shed #3-Coldstream Farm,Animal Path Shed #3-Coldstream Farm,3174,3174,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3091 BECKY SUE LN,3091 BECKY SUE LN,Animal Path Shed #4-Coldstream Farm,Animal Path Shed #4-Coldstream Farm,3175,3175,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2610 SPINDLETOP WAY,2610 SPINDLETOP WAY,Horse Barn A-Coldstream Farm,Horse Barn A-Coldstream Farm,3176,3176,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2880 JET PILOT WAY,2880 JET PILOT WAY,Animal Path Barn #10-Coldstream Farm,Animal Path Barn #10-Coldstream Farm,3177,3177,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2830 JET PILOT WAY,2830 JET PILOT WAY,Sheep House-Coldstream Farm,Sheep House-Coldstream Farm,3178,3178,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2790 JET PILOT WAY,2790 JET PILOT WAY,Sheep House #2-Coldstream Farm,Sheep House #2-Coldstream Farm,3179,3179,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2750 JET PILOT WAY,2750 JET PILOT WAY,Sheep House #3-Coldstream Farm,Sheep House #3-Coldstream Farm,3180,3180,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2740 JET PILOT WAY,2740 JET PILOT WAY,Sheep House #4-Coldstream Farm,Sheep House #4-Coldstream Farm,3181,3181,Lexington,Lexington,58,58,KY,KY,40511,40511,,
2865 JET PILOT WAY,2865 JET PILOT WAY,Animal Path Barn -Coldstream Farm,Animal Path Barn -Coldstream Farm,3182,3182,Lexington,Lexington,58,58,KY,KY,40511,40511,,
3394 DAIRY RD,3394 DAIRY RD,Dairy Office Classroom-Coldstream Farm,Dairy Office Classroom-Coldstream Farm,3185,3185,Lexington,Lexington,58,58,KY,KY,40511,40511,,
