Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,CSA20140553,05/04/2014 - 9:00am,5/6/2014,United States,Kentucky,Lexington,680 ROSE ST,TBUT OR DISP FROM BUILDING,Yes,Closed - CSA
Theft,20141208,05/02/2014 - 5:00pm,5/6/2014,United States,Kentucky,Lexington,900 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20141188,05/05/2014 - 1:00pm,5/5/2014,United States,Kentucky,Lexington,140 HUGUELET DR,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20141134,04/30/2014 - 8:00pm,5/1/2014,United States,Kentucky,Lexington,310 South Limestone Rd,TBUT or DISP Contents From Vehicle Under $500/M.,No,Closed
Theft,20141137,05/01/2014 - 10:30am,5/1/2014,United States,Kentucky,Lexington,1000 South Limestone,TBUT or Disp from Building U/$500/M,No,Closed
Theft,20141124,04/16/2014 - 8:00am,4/30/2014,United States,Kentucky,Lexington,AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,2014062842,04/19/2014 - 11:00am,4/29/2014,United States,Kentucky,Lexington,MCGRATHIANA PKWY,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,CSA20140522,04/26/2014 - 3:00am,4/29/2014,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING,Yes,Closed - CSA
Theft,20141108,04/27/2014 - 11:30pm,4/28/2014,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20141100,04/25/2014 - 5:15pm,4/27/2014,United States,Kentucky,Lexington,763 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20141076,04/25/2014 - 3:30pm,4/25/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,2014056500,04/04/2014 - 3:00pm,4/24/2014,United States,Kentucky,Lexington,WOODLAND AVE & ROSE LN,"TBUT OR DISP ALL OTHERS OVER $500 BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,20141065,03/12/2014 - 12:00pm,4/24/2014,United States,Kentucky,Lexington,180 Avenue of Champions,TBUT or DISP Bicycles U/$500/M.,No,Closed
Theft,20141061,04/23/2014 - 4:00pm,4/23/2014,United States,Kentucky,Lexington,842 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,2014063831,04/21/2014 - 12:00am,4/22/2014,United States,Kentucky,Lexington,1648 MCGRATHIANA PKWY,"CRIMINAL MISCHIEF 2ND/M, TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M",No,Closed - Lexington Police Report
Theft,20141046,04/22/2014 - 10:00am,4/22/2014,United States,Kentucky,Lexington,140 PATTERSON DR,TBUT OR DISP PURSE SNATCHING U/$500/M,No,Closed
Theft,20141045,04/22/2014 - 9:25am,4/22/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded
Theft,20141036,03/24/2014 - 12:00am,4/21/2014,United States,Kentucky,Lexington,705 SPORTS CENTER DR,THEFT BY FAILURE TO MAKE REQUIRED DISPOSITION OF PROPERTY/F,Yes,Open
Theft,20141013,04/16/2014 - 6:30am,4/19/2014,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M",No,Closed
Theft,20141016,04/18/2014 - 11:00pm,4/19/2014,United States,Kentucky,Lexington,695 WINNIE ST,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20140997,04/14/2014 - 4:30pm,4/18/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140999,04/06/2014 - 4:00pm,4/18/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20141000,04/18/2014 - 7:45am,4/18/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20140987,04/17/2014 - 3:29pm,4/17/2014,United States,Kentucky,Lexington,180 Avenue of Champions,TBUT or DISP Shoplifting U/$500/M,No,Closed
Theft,20140988,04/17/2014 - 11:00am,4/17/2014,United States,Kentucky,Lexington,120 Patterson Drive,TBUT or DISP from Building U/$500/m,No,Closed
Theft,CSA20140461,04/17/2014 - 3:40am,4/17/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT FROM BUILDING,No,Closed - CSA
Theft,20140985,04/16/2014 - 8:00am,4/17/2014,United States,Kentucky,Lexington,SCOTT ST,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140978,03/20/2014 - 8:00am,4/16/2014,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20140964,04/15/2014 - 9:45am,4/15/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140965,04/14/2014 - 2:00pm,4/15/2014,United States,Kentucky,Lexington,409 SOUTH LIMESTONE ST,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20140966,04/01/2014 - 8:00am,4/15/2014,United States,Kentucky,Lexington,530 ROSE ST,"FRAUD USE OF CREDIT CARD $500 < $10,000/F, FRAUD USE OF CRED CARD AFTER RERPOT LOST/STOLEN U/$500 W/6 MO/M, THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M",No,Open
Theft,20140963,03/25/2014 - 12:00am,4/15/2014,United States,Kentucky,Lexington,765 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20140971,04/14/2014 - 6:00pm,4/15/2014,United States,Kentucky,Lexington,300 ALUMNI DR,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20140967,03/29/2014 - 8:00am,4/15/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,"FRAUD USE OF CREDIT CARD $500 < $10,000/F, THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M",No,Open
Theft,20140954,04/14/2014 - 2:00am,4/14/2014,United States,Kentucky,Lexington,695 WINNIE ST,"TBUT OR DISP BICYCLES U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20140956,04/14/2014 - 2:30pm,4/14/2014,United States,Kentucky,Lexington,765 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20140957,04/14/2014 - 9:00am,4/14/2014,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP FROM AUTO/M,No,Open
Theft,20140958,04/11/2014 - 8:15am,4/14/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20140950,04/12/2014 - 2:30pm,4/14/2014,United States,Kentucky,Lexington,120 PATTERSON DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140955,04/11/2014 - 4:00pm,4/14/2014,United States,Kentucky,Lexington,465 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,2014055247,04/05/2014 - 10:30pm,4/10/2014,United States,Kentucky,Lexington,SOUTH LIMESTONE ST & EAST MAXWELL ST,TBUT OR DISP POCKETPICKING U/$500/M,No,Closed - Lexington Police Report
Theft,20140905,04/08/2014 - 12:00pm,4/10/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140917,04/10/2014 - 11:10am,4/10/2014,United States,Kentucky,Lexington,411 SOUTH LIMESTONE ST,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open
Theft,2014036540,04/06/2014 - 10:45am,4/9/2014,United States,Kentucky,Lexington,845 RED MILE RD,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, FRAUDULENT USE OF CREDIT CARD U/$500 W/6 MO PERIOD/M",No,Closed - Lexington Police Report
Theft,20140894,04/08/2014 - 11:00am,4/8/2014,United States,Kentucky,Lexington,675 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140892,04/08/2014 - 1:00pm,4/8/2014,United States,Kentucky,Lexington,325 HUGUELET DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,2014054669,04/06/2014 - 12:01am,4/7/2014,United States,Kentucky,Lexington,SOUTH LIMESTONE ST & STATE ST,TBUT OR DISP POCKETPICKING U/$500/M,No,Closed - Lexington Police Report
Theft,20140847,04/03/2014 - 10:30am,4/4/2014,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20140842,04/03/2014 - 11:00am,4/3/2014,United States,Kentucky,Lexington,800 Rose Street,"TBUT or DISP Bicycles $500 or more but U/$10,000/F",No,Open
Theft,20140834,04/01/2014 - 4:00pm,4/2/2014,United States,Kentucky,Lexington,740 South Limestone St,TBUT or DISP from Building U/$500/M,No,Closed
Theft,20140836,03/26/2014 - 1:00pm,4/2/2014,United States,Kentucky,Lexington,408 Administration Drive,"TBUT or Disp Bicycles $500 or more but U/$10,000/F",No,Closed
Theft,20140828,03/17/2014 - 8:00am,4/1/2014,United States,Kentucky,Lexington,800 Rose Street,"Fraud Use of Credit Card $500<$10,000/F, TBUT or DISP from Building U/$500/M",No,Open
Theft,20140830,04/01/2014 - 2:00pm,4/1/2014,United States,Kentucky,Lexington,401 Hilltop Ave,TBUT or DISP from Building U/$500/M,No,Open
Theft,20140827,04/01/2014 - 9:40am,4/1/2014,United States,Kentucky,Lexington,1000 South Limestone,TBUT or DISP Shoplifting U/$500/M,No,Open
Theft,20140815,03/26/2014 - 2:00pm,3/31/2014,United States,Kentucky,Lexington,740 Cooper Drive,TBUT or DISP Contenst from Vehicle Under $500/M,No,Closed
Theft,20140816,01/25/2014 - 9:00pm,3/31/2014,United States,Kentucky,Lexington,695 Winnie Street,TBUT or DISP Bicycles U/$500/M,No,Closed
Theft,20140817,03/16/2014 - 12:00am,3/31/2014,United States,Kentucky,Lexington,765 Woodland Ave,TBUT or DISP Bicycles U/$500/M.,No,Closed
Theft,20140818,03/28/2014 - 10:30am,3/31/2014,United States,Kentucky,Lexington,1210 University Drive,TBUT or DSIP form Building U/$500/M.,No,Open
Theft,20140819,02/24/2014 - 12:00am,3/31/2014,United States,Kentucky,Lexington,411 South Limestone,Theft of Identity of Another w/o Consent/Fx3,No,Open
Theft,20140822,03/31/2014 - 8:30pm,3/31/2014,United States,Kentucky,Lexington,430 Complex Drive,TBUT or DISP from Building U/$500/M,No,Open
Theft,20140805,03/30/2014 - 10:00am,3/30/2014,United States,Kentucky,Lexington,1350 Bull Lea Road,"TBUT of DISP from Building U/$500/M, Receiving Stolen Property U/$500/M.",No,Citation issued
Theft,20140799,03/27/2014 - 6:30pm,3/29/2014,United States,Kentucky,Lexington,416 Complex Drive,"TBUT of DISP from building $500 or more but U/$10,000/F",No,Closed
Theft,20140786,03/27/2014 - 4:00pm,3/28/2014,United States,Kentucky,Lexington,513 Patterson Dr,TBUT of DISP All Others U/$500/M.,No,Closed
Theft,2014047139,03/21/2014 - 11:30am,3/27/2014,United States,Kentucky,Lexington,310 South Limestone Street,Property Lost or Abandoned,No,Unfounded
Theft,20140780,03/13/2014 - 1:45pm,3/27/2014,United States,Kentucky,Lexington,140 Patterson Drive,Theft of Prop Mislaid or Deliver By Mistake/F.,No,Open
Theft,20140774,01/15/2014 - 12:00pm,3/27/2014,United States,Kentucky,Lexington,800 Rose Street,TBUT of DISP From Building U/$500/M.,No,Closed
Theft,201409708,03/25/2014 - 12:30pm,3/25/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Closed - Referred to Another Agency
Theft,20140752,03/14/2014 - 12:00am,3/24/2014,United States,Kentucky,Lexington,343 Martin Luther King Blvd,TBUT of DISP Bicycles U/$500/M.,No,Closed
Theft,20140739,03/22/2014 - 12:00pm,3/23/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20140734,03/22/2014 - 11:30am,3/22/2014,United States,Kentucky,Lexington,LEXINGTON AVE & EAST MAXWELL ST,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140716,03/21/2014 - 3:30am,3/21/2014,United States,Kentucky,Lexington,750 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140722,03/16/2014 - 12:00pm,3/21/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20140725,03/21/2014 - 7:00pm,3/21/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING U/$500/M, THEFT-RECEIPT OF STOLEN CREDIT/DEBIT CARD (1 CARD)/M",No,Open
Theft,20140650,03/13/2014 - 8:00am,3/13/2014,United States,Kentucky,Lexington,740 South Limestone,TBUT or DISP from building u/$500/M.,No,Closed
Theft,20140654,02/01/2014 - 8:00am,3/13/2014,United States,Kentucky,Lexington,101 Ave of Champions,TBUT or DISP from building u/$500/m.,Yes,Open
Theft,20140633,03/06/2014 - 12:00pm,3/11/2014,United States,Kentucky,Lexington,758 WOODLAND AVE,TBUT or DISP BICYCLES U/$500/M,No,Open
Theft,20140628,03/08/2014 - 6:00pm,3/10/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP PARTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140598,03/08/2014 - 6:00pm,3/9/2014,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140618,03/09/2014 - 8:00pm,3/9/2014,United States,Kentucky,Lexington,765 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20140573,03/03/2014 - 8:00am,3/7/2014,United States,Kentucky,Lexington,705 SPORTS CENTER DR,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140574,03/04/2014 - 2:54pm,3/7/2014,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,"TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10,000/F",No,Citation issued
Theft,20140575,03/06/2014 - 12:00pm,3/7/2014,United States,Kentucky,Lexington,140 PATTERSON DR,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,2014034443,03/01/2014 - 6:00pm,3/4/2014,United States,Kentucky,Lexington,695 WINNIE ST,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report
Theft,20140551,02/07/2014 - 1:00am,3/4/2014,United States,Kentucky,Lexington,758 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20140553,03/04/2014 - 7:00pm,3/4/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded
Theft,20140550,03/03/2014 - 8:05am,3/3/2014,United States,Kentucky,Lexington,125 EAST MAXWELL ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140526,02/28/2014 - 5:00pm,3/1/2014,United States,Kentucky,Lexington,460 ROSE LN,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20140514,02/27/2014 - 11:00pm,2/28/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20140244,02/25/2014 - 9:14pm,2/27/2014,United States,Kentucky,Lexington,763 WOODLAND AVE,TBUT FROM BUILDING,Yes,Closed - Disciplinary Referral
Theft,20140486,11/11/2013 - 12:01am,2/24/2014,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20140487,02/24/2014 - 11:45am,2/24/2014,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20140469,02/22/2014 - 7:15pm,2/23/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140472,02/18/2014 - 8:30pm,2/23/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20140478,02/23/2014 - 6:30pm,2/23/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20140446,02/20/2014 - 7:00pm,2/21/2014,United States,Kentucky,Lexington,LEXINGTON AVE & AVENUE OF CHAMPIONS,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,CSA20140212,02/21/2014 - 11:00am,2/21/2014,United States,Kentucky,Lexington,120 PATTERSON DR,TBUT FROM BUILDING,No,Closed - CSA
Theft,20140440,02/11/2014 - 5:00pm,2/20/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140445,02/20/2014 - 9:30pm,2/20/2014,United States,Kentucky,Lexington,401 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,201405274,02/20/2014 - 4:00pm,2/20/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT FROM BUILDING,No,Closed - N/A
Theft,20140435,02/19/2014 - 2:00pm,2/19/2014,United States,Kentucky,Lexington,721 PRESS AVE,THEFT BY DECEPTION-INCLUDING COLD CHECKS U/$500/M,No,Open
Theft,20140434,02/19/2014 - 8:00am,2/19/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Cleared By Arrest
Theft,20140424,02/13/2014 - 9:00am,2/18/2014,United States,Kentucky,Lexington,720 SPORTS CENTER DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,2014024716,02/10/2014 - 12:00am,2/17/2014,United States,Kentucky,Lexington,368 ROSE ST,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report
Theft,20140374,02/12/2014 - 11:00am,2/13/2014,United States,Kentucky,Lexington,201 AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,CSA20140181,02/12/2014 - 12:00am,2/12/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,20140357,02/10/2014 - 2:30pm,2/10/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20140343,02/08/2014 - 1:50pm,2/8/2014,United States,Kentucky,Lexington,769 WOODLAND AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Closed
Theft,20140344,02/08/2014 - 5:00pm,2/8/2014,United States,Kentucky,Lexington,343 SOUTH MLK BLVD,"TBUT OR DISP FROM BUILDING U/$500/M, FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT)/M",No,Citation issued
Theft,20140326,02/07/2014 - 2:30pm,2/7/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140327,07/25/2013 - 1:00pm,2/7/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20140328,12/10/2013 - 5:00pm,2/7/2014,United States,Kentucky,Lexington,UNIVERSITY DR,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F",No,Open
Theft,2014018710,02/04/2014 - 2:55pm,2/6/2014,United States,Kentucky,Lexington,1135 RED MILE RD,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report
Theft,2014019488,02/05/2014 - 8:50am,2/6/2014,United States,Kentucky,Lexington,1020 EXPORT ST,TBUT PARTS FROM VEHICLE UNDER $500,No,Closed - Lexington Police Report
Theft,20140309,02/04/2014 - 5:00pm,2/5/2014,United States,Kentucky,Lexington,430 WEST VINE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140298,02/02/2014 - 9:00pm,2/3/2014,United States,Kentucky,Lexington,750 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20140286,02/01/2014 - 11:00pm,2/2/2014,United States,Kentucky,Lexington,121 CAMPUS DR,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140294,02/02/2014 - 8:50pm,2/2/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140268,01/31/2014 - 6:30pm,2/1/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20140257,12/15/2013 - 8:00am,1/31/2014,United States,Kentucky,Lexington,2540 RESEARCH PARK DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140258,01/31/2014 - 5:00pm,1/31/2014,United States,Kentucky,Lexington,343 SOUTH MLK BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20140248,01/29/2014 - 2:00am,1/30/2014,United States,Kentucky,Lexington,752 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,2014014689,01/28/2014 - 10:51am,1/30/2014,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP ALL OTHER OVER $500 BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,2014014793,01/27/2014 - 11:30pm,1/30/2014,United States,Kentucky,Lexington,845 RED MILE RD,"TBUT OR DISP CONT FROM VEH $500 OR MORE U/$10,000/F",No,Closed - Lexington Police Report
Theft,20140251,01/25/2014 - 1:00pm,1/30/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20140252,01/30/2014 - 7:30pm,1/30/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded
Theft,CSA20140102,01/28/2014 - 10:00pm,1/29/2014,United States,Kentucky,Lexington,140 PATTERSON DR,THEFT OF PROP LOST OR MISLAID OR DELIVER BY MISTAKE,No,Closed - CSA
Theft,20140242,01/29/2014 - 7:05am,1/29/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Unfounded
Theft,20140243,01/29/2014 - 4:00pm,1/29/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,"RECEIVING STOLEN PROPERTY U/$500/M, TBUT OR DISP FROM BUILDING U/$500/M",No,Citation issued
Theft,20140222,01/22/2014 - 1:00pm,1/27/2014,United States,Kentucky,Lexington,343 SOUTH MLK BLVD,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20140219,01/26/2014 - 4:30pm,1/26/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140208,01/23/2014 - 11:50am,1/25/2014,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20140196,01/23/2014 - 2:00pm,1/24/2014,United States,Kentucky,Lexington,120 PATTERSON DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20140199,01/18/2014 - 1:00pm,1/24/2014,United States,Kentucky,Lexington,740 ROSE ST,TBUT OR DISP ALL OTHER U/$500/M,No,Open
Theft,2014010665,01/21/2014 - 10:00am,1/23/2014,United States,Kentucky,Lexington,845 RED MILE RD,TBUT,No,Closed - Lexington Police Report
Theft,20140187,01/23/2014 - 11:55am,1/23/2014,United States,Kentucky,Lexington,217 ELM TREE LN,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,2014008682,07/30/2013 - 3:22pm,1/22/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report
Theft,20140171,11/01/2013 - 8:00am,1/22/2014,United States,Kentucky,Lexington,1081 VETERANS DRIVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20140176,01/22/2014 - 1:32pm,1/22/2014,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,2014009168,01/18/2014 - 10:30am,1/21/2014,United States,Kentucky,Lexington,BOLIVAR ST,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report
Theft,20140167,06/01/2013 - 12:00am,1/21/2014,United States,Kentucky,Lexington,900 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20140118,01/15/2014 - 4:00pm,1/17/2014,United States,Kentucky,Lexington,120 CAMPUS DR,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20140120,08/01/2013 - 12:01am,1/17/2014,United States,Kentucky,Lexington,900 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20140122,01/17/2014 - 9:00am,1/17/2014,United States,Kentucky,Lexington,343 SOUTH MLK BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20140112,12/01/2013 - 8:00am,1/16/2014,United States,Kentucky,Lexington,343 SOUTH MLK BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20140114,01/16/2014 - 12:00pm,1/16/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20140089,01/11/2014 - 6:00am,1/13/2014,United States,Kentucky,Lexington,409 SOUTH LIMESTONE ST,"CRIMINAL MISCHIEF 2ND/M, TBUT OR DISP PARTS FROM VEH/M",No,Closed
Theft,20140092,01/13/2014 - 4:00pm,1/13/2014,United States,Kentucky,Lexington,620 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
