Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,20140054,01/03/2014 - 8:00am,1/9/2014,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20140038,12/03/2013 - 10:00am,1/6/2014,United States,Kentucky,Lexington,1525 BULL LEA RD,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Open
Theft,20140017,11/11/2013 - 12:01am,1/3/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20140012,01/02/2014 - 10:30am,1/2/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152977,10/16/2015 - 12:00pm,12/30/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F,No,Open
Theft,20152970,12/28/2015 - 12:30pm,12/29/2015,United States,Kentucky,Lexington,301 HILLTOP AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152965,12/26/2015 - 10:00am,12/28/2015,United States,Kentucky,Lexington,750 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152967,12/28/2015 - 8:00am,12/28/2015,United States,Kentucky,Lexington,750 ROSE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20152952,12/21/2016 - 10:30am,12/24/2015,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20152950,12/23/2015 - 2:28pm,12/23/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP SHOPLIFTING U/$500/M,No,Closed
Theft,20152944,12/18/2015 - 4:00pm,12/22/2015,United States,Kentucky,Lexington,533 SOUTH LIMESTONE ST,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152941,12/21/2015 - 7:40pm,12/21/2015,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152938,12/10/2015 - 7:00pm,12/20/2015,United States,Kentucky,Lexington,430 VINE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152918,12/18/2015 - 8:05am,12/18/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20152920,12/16/2015 - 11:00am,12/18/2015,United States,Kentucky,Lexington,326 MARTIN LUTHER KING BLVD,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",Yes,Open
Theft,20152909,12/17/2015 - 4:30am,12/17/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20152902,12/15/2015 - 12:00pm,12/15/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT or DISP FROM BUILDING U/$500,No,Closed
Theft,20152903,12/15/2015 - 11:00pm,12/15/2015,United States,Kentucky,Lexington,410 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20152897,12/11/2015 - 3:00pm,12/14/2015,United States,Kentucky,Lexington,693 SPORTS CENTER DRIVE,TBUT OR DISP ALL OTHERS U/$500,No,Closed
Theft,20152891,12/12/2015 - 6:00pm,12/12/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Closed
Theft,20152864,12/10/2015 - 12:05am,12/10/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F X2",No,Open
Theft,20152866,12/08/2015 - 12:00pm,12/10/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152867,12/10/2015 - 9:00am,12/10/2015,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152860,08/21/2015 - 11:20am,12/9/2015,United States,Kentucky,Lexington,220 AVENUE OF CHAMPIONS,"FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/,M X11",No,Open
Theft,20152862,12/09/2015 - 4:45pm,12/9/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152856,12/08/2015 - 5:00am,12/8/2015,United States,Kentucky,Lexington,416 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152851,12/02/2015 - 1:00pm,12/6/2015,United States,Kentucky,Lexington,1100 SOUTH LIMESTONE ST,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20152832,12/04/2015 - 10:00am,12/4/2015,United States,Kentucky,Lexington,160 PATTERSON DR,TBUT OR DISP BIBCYCLES U/$500/M,No,Closed
Theft,CSA20151203,12/03/2015 - 8:00am,12/3/2015,United States,Kentucky,Lexington,693 SPORTS CENTER DR,TBUT OR DISP BICYCLES,Yes,Closed - CSA
Theft,20152820,12/03/2015 - 12:30pm,12/3/2015,United States,Kentucky,Lexington,460 COOPER DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152822,12/02/2015 - 7:00pm,12/3/2015,United States,Kentucky,Lexington,621 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20152826,12/03/2015 - 11:05am,12/3/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152828,12/03/2015 - 11:10am,12/3/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152811,12/02/2015 - 2:58pm,12/2/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152809,11/11/2015 - 12:00pm,12/2/2015,United States,Kentucky,Lexington,301 HILLTOP AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20152801,12/01/2015 - 8:00am,12/1/2015,United States,Kentucky,Lexington,508 ADMINISTRATION DR,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20152804,12/01/2015 - 10:45am,12/1/2015,United States,Kentucky,Lexington,506 ADMINISTRATION DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20152808,12/01/2015 - 5:00pm,12/1/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152792,11/28/2015 - 6:30am,11/30/2015,United States,Kentucky,Lexington,597 SOUTH UPPER ST,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Open
Theft,20152794,07/07/2015 - 5:14am,11/30/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20152795,11/24/2015 - 2:30pm,11/30/2015,United States,Kentucky,Lexington,321 COLUMBIA TERRACE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20152798,11/24/2015 - 4:00pm,11/30/2015,United States,Kentucky,Lexington,770 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152785,11/29/2015 - 2:31am,11/29/2015,United States,Kentucky,Lexington,650 WOODLAND AVE,"TBUT OR DISP AUTO - $500 OR MORE BUT U/$10,000/F, RECEIVING STOLEN PROPERTY U/$500/M, FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT)/M X2",Yes,Citation issued
Theft,20152779,11/28/2015 - 12:00pm,11/28/2015,United States,Kentucky,Lexington,500 ALUMNI DR,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, CRIMINAL MISCHIEF 2ND DEGREE/M, TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Open
Theft,20152781,11/28/2015 - 9:30am,11/28/2015,United States,Kentucky,Lexington,500 ALUMNI DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20152763,11/24/2015 - 8:00am,11/25/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152758,11/24/2015 - 2:30pm,11/24/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,CSA20151184,07/07/2015 - 8:00am,11/24/2015,United States,Kentucky,Lexington,"LAKE CUMBERLAND 4-H CENTER, WAYNE COUNTY, KY",THEFT,No,Closed - CSA
Theft,20152746,11/20/2015 - 10:00pm,11/23/2015,United States,Kentucky,Lexington,440 HILLTOP AVE,THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$500/M,No,Closed
Theft,20152747,11/23/2015 - 12:30pm,11/23/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152748,11/21/2015 - 8:00am,11/23/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE,TBUT OR DISP SHOPLIFTING U/$500/M,No,Open
Theft,20152753,11/23/2015 - 12:00am,11/23/2015,United States,Kentucky,Lexington,325 HUGUELET DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152754,11/23/2015 - 10:10pm,11/23/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152735,11/21/2015 - 7:30pm,11/22/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152738,11/22/2015 - 5:19pm,11/22/2015,United States,Kentucky,Lexington,650 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M,Yes,Open
Theft,20152723,11/20/2015 - 1:40pm,11/20/2015,United States,Kentucky,Lexington,440 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152725,11/20/2015 - 4:00pm,11/20/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152719,11/19/2015 - 8:00pm,11/19/2015,United States,Kentucky,Lexington,COLUMBIA TERRACE,TBUT OR DISP BICYCLES U/$500/M,Yes,Closed
Theft,20152718,11/19/2015 - 7:25pm,11/19/2015,United States,Kentucky,Lexington,441 PENNSYLVANIA AVE,"RECEIVING STOLEN PROPERTY U/$10,000/F X2",No,Citation issued
Theft,20152702,11/18/2015 - 10:40am,11/18/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP CONTROLLED SUBSTANCE U/$500/F,No,Open
Theft,20152707,11/18/2015 - 10:00pm,11/18/2015,United States,Kentucky,Lexington,1210 UNIVERSITY DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152693,11/27/2015 - 7:55am,11/17/2015,United States,Kentucky,Lexington,1737 RUSSELL CAVE RD,THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$500/M,No,Open
Theft,20152697,05/01/2015 - 8:00am,11/17/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP FROM BUILDING $10,000 OR MORE BUT U/$1,000,000/F",No,Closed
Theft,20152694,11/13/2015 - 8:00am,11/17/2015,United States,Kentucky,Lexington,1081 VETERANS DR,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20152698,11/17/2015 - 12:00pm,11/17/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152690,11/13/2015 - 12:00pm,11/16/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152692,11/16/2015 - 8:00am,11/16/2015,United States,Kentucky,Lexington,PATTERSON DRIVE,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20152679,11/14/2015 - 5:24pm,11/14/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152680,11/14/2015 - 5:55pm,11/14/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152669,11/13/2015 - 1:00am,11/13/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20152670,11/12/2015 - 8:20pm,11/13/2015,United States,Kentucky,Lexington,550 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152671,10/10/2015 - 6:00pm,11/13/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20152675,11/13/2015 - 4:00pm,11/13/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152668,11/12/2015 - 10:30am,11/12/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20152652,11/07/2015 - 8:00pm,11/11/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"THEFT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20152643,10/26/2015 - 8:00am,11/10/2015,United States,Kentucky,Lexington,800 Rose Street,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20152644,09/03/2015 - 3:00pm,11/10/2015,United States,Kentucky,Lexington,800 Rose Street,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed
Theft,20152645,11/02/2015 - 12:00pm,11/10/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING U/$500,No,Open
Theft,20152648,11/05/2015 - 10:30pm,11/10/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DRIVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,No,Closed
Theft,20152650,11/08/2015 - 12:00am,11/10/2015,United States,Kentucky,Lexington,639 SPORTS CENTER DRIVE,TBUT OR DISP FROM BUILDING U/$500,Yes,Closed
Theft,20152637,11/06/2015 - 4:00pm,11/9/2015,United States,Kentucky,Lexington,160 FUNKHOUSER DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,CSA20151145,11/02/2015 - 8:00am,11/9/2015,United States,Kentucky,Lexington,"1205 HOPKINSVILLE ST, PRINCETON KY",THEFT,No,Closed - CSA
Theft,20152665,11/09/2015 - 9:00am,11/9/2015,United States,Kentucky,Lexington,125 AVENUE OF CHAMPIONS,TBUT OR DISP BICYCLES U/$500/M,Yes,Closed
Theft,20152621,11/06/2015 - 5:00am,11/7/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152622,11/01/2015 - 8:00am,11/7/2015,United States,Kentucky,Lexington,326 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,Yes,Open
Theft,20152614,10/31/2015 - 4:00pm,11/6/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Cleared By Arrest
Theft,20152616,11/06/2015 - 10:30am,11/6/2015,United States,Kentucky,Lexington,140 PATTERSON DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20152605,11/05/2015 - 12:05am,11/5/2015,United States,Kentucky,Lexington,344 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,Yes,Closed
Theft,20152610,11/05/2015 - 3:15pm,11/5/2015,United States,Kentucky,Lexington,610 SOUTH LIMESTONE ST,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152606,08/15/2015 - 11:30am,11/5/2015,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152609,11/05/2015 - 2:00pm,11/5/2015,United States,Kentucky,Lexington,334 LEXINGTON AVE,TBUT OR DISP SHOPLIFTING U/$500/M X2,No,Citation issued
Theft,20152600,11/04/2015 - 3:30pm,11/4/2015,United States,Kentucky,Lexington,800 ROSE ST,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152588,11/03/2015 - 5:54pm,11/3/2015,United States,Kentucky,Lexington,COOPER DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152586,11/03/2015 - 1:00pm,11/3/2015,United States,Kentucky,Lexington,411 SOUTH LIMESTONE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152575,09/02/2015 - 2:01am,11/2/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20152579,11/02/2015 - 3:00pm,11/2/2015,United States,Kentucky,Lexington,AVENUE OF CHAMPIONS,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20152570,11/01/2015 - 3:30pm,11/1/2015,United States,Kentucky,Lexington,301 HILLTOP AVENUE,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Closed
Theft,20152574,11/01/2015 - 11:30pm,11/1/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152550,10/31/2015 - 2:30pm,10/31/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP ALL OTHERS U/$500; FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD,No,Closed
Theft,20152556,10/31/2015 - 7:45pm,10/31/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152532,10/29/2015 - 10:30pm,10/30/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152524,10/29/2015 - 12:01am,10/29/2015,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Closed
Theft,20152525,10/29/2015 - 8:30pm,10/29/2015,United States,Kentucky,Lexington,550 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152514,10/27/2015 - 8:30am,10/28/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152517,10/23/2015 - 3:00pm,10/28/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152500,10/27/2015 - 5:00am,10/27/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152508,10/27/2015 - 5:15pm,10/27/2015,United States,Kentucky,Lexington,1210 UNIVERSITY DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F, FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M",No,Open
Theft,20152488,02/26/2015 - 12:01am,10/26/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE OF CREDIT CARD $500<$10,000/M",No,Closed
Theft,20152493,10/26/2015 - 3:00pm,10/26/2015,United States,Kentucky,Lexington,900 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152472,10/24/2015 - 1:00am,10/24/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152456,10/22/2015 - 7:00pm,10/23/2015,United States,Kentucky,Lexington,650 WOODLAND AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20152463,10/23/2015 - 3:00pm,10/23/2015,United States,Kentucky,Lexington,635 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152453,10/22/2015 - 4:45pm,10/22/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20152441,10/21/2015 - 7:15am,10/21/2015,United States,Kentucky,Lexington,2195 HARRODSBURG RD,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20152515,10/20/2015 - 5:00pm,10/20/2015,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152419,10/19/2015 - 8:00am,10/19/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152420,10/19/2015 - 2:15pm,10/19/2015,United States,Kentucky,Lexington,WARREN CT,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20152421,10/19/2015 - 9:20pm,10/19/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20152335,09/19/2015 - 6:00pm,10/18/2015,United States,Kentucky,Lexington,1401 SPORTS CENTER DR,"TBUT OR DISP BICYCLES U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20152415,10/18/2015 - 8:45pm,10/18/2015,United States,Kentucky,Lexington,405 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20152394,10/16/2015 - 12:00am,10/16/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20152397,10/15/2015 - 4:00pm,10/16/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP ALL OTHERS U/$500/M, FRAUD USE OF CREDIT CARD $500 < $10,000/F",No,Open
Theft,20152398,09/17/2015 - 7:24am,10/16/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20151027,10/14/2015 - 12:00am,10/16/2015,United States,Kentucky,Lexington,EAST MAXWELL ST & ROSE ST,TBUT OR DISP CONTENTS FROM AUTO,No,Closed - CSA
Theft,20152391,10/15/2015 - 9:00pm,10/15/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20152373,08/01/2015 - 11:38pm,10/14/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152375,10/09/2015 - 4:30pm,10/14/2015,United States,Kentucky,Lexington,2355 HUGUENARD DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20152376,10/14/2015 - 12:00am,10/14/2015,United States,Kentucky,Lexington,UNIVERSITY DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20152372,10/13/2015 - 11:35pm,10/13/2015,United States,Kentucky,Lexington,401 HILLTOP AVE,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,CSA20151018,10/09/2015 - 1:42am,10/12/2015,United States,Kentucky,Lexington,650 WOODLAND AVE,TBUT OR DISP FROM BUILDING,Yes,Closed - Disciplinary Referral
Theft,CSA20151017,10/08/2015 - 12:00am,10/9/2015,United States,Kentucky,Lexington,462 ROSE LN,"TBUT OR DISP ALL OTHERS, CRIMINAL MISCHIEF",No,Closed - CSA
Theft,CSA20150997,09/29/2015 - 9:50pm,10/7/2015,United States,Kentucky,Lexington,705 SPORTS CENTER DR,TBUT OR DISP FROM BUILDING,Yes,Closed - Disciplinary Referral
Theft,20152319,10/02/2015 - 7:19pm,10/7/2015,United States,Kentucky,Lexington,845 ANGLIANA AVE,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Open
Theft,2015166558,09/26/2015 - 6:30pm,10/6/2015,United States,Kentucky,Lexington,333 WALLER AVE,TBUT OR DISP - FIREARM/F,No,Closed - Lexington Police Report
Theft,2015167343,09/26/2015 - 11:30pm,10/6/2015,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report
Theft,20152308,10/03/2015 - 2:00pm,10/6/2015,United States,Kentucky,Lexington,1789 TATES CREEK RD,THEFT OF SERVICES/M,No,Open
Theft,20152310,10/02/2015 - 10:00pm,10/6/2015,United States,Kentucky,Lexington,325 HUGUELET DR,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20152315,10/06/2015 - 6:30am,10/6/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152295,10/05/2015 - 9:00am,10/5/2015,United States,Kentucky,Lexington,770 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20152298,10/01/2015 - 12:00am,10/5/2015,United States,Kentucky,Lexington,1435 NICHOLASVILLE RD,TBUT OR DISP BICYCLES U/$500/M,No,Closed
Theft,20152287,10/03/2015 - 4:40pm,10/4/2015,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP FROM BUILDING U/$500/M",No,Closed
Theft,20152267,10/01/2015 - 12:15pm,10/2/2015,United States,Kentucky,Lexington,440 HILLTOP AVE,THEFT BY DECEPTION - INCLUDE COLD CHECKS U/$500/M,No,Closed
Theft,20152268,09/29/2015 - 6:00am,10/2/2015,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
